"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q3",96.6350480681463,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q4",97.978167017236,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q1",99.6170633446185,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q2",100.056591732192,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q3",99.9044034955333,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q4",101.044490548801,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q1",100.782221172981,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q2",101.855156026291,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q3",104.184426722716,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q4",104.051382821514,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q1",103.608378912123,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q2",102.636315999297,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q3",101.520610588758,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q4",100.207284872874,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q1",100.665156309987,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q2",100.644835425674,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q3",100.714689848808,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q4",100.92727334584,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q1",98.9324366860723,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q2",99.5735949160984,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q3",100.619906096364,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q4",100.874062301465,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q1",102.595133193166,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q2",105.126262516679,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q3",108.496766838698,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q4",110.245206817674,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q1",111.446992957259,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q2",109.687996135246,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q3",107.321399858071,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q4",106.944662643572,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q1",105.686988089817,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q2",106.950007683836,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q1",37.3907751483159,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q2",38.0483888343558,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q3",38.242489328678,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q4",38.3532607889818,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q1",38.8829762468831,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q2",39.4638408520373,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q3",39.3766336021572,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q4",39.4492547262611,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q1",39.2742733688943,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q2",39.0611000657059,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q3",38.8869410718084,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q4",38.5860414013866,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q1",38.3902375935649,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q2",37.81719466408,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q3",37.7041824816213,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q4",37.3315019487303,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q1",37.7270364421488,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q2",37.3626699879186,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q3",36.8114431984553,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q4",36.1246311882963,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q1",37.0786879521973,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q2",38.3388346456726,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q3",40.0499762351102,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q4",41.7488348416227,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q1",42.5652564609527,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q2",43.4294141036122,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q3",45.7205634133058,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q4",49.1888702785921,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q1",53.1073765153098,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q2",56.2290012107605,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q3",58.163355399989,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q4",58.7762806366143,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q1",55.5918765538783,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q2",59.362697279452,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q3",57.4793525700749,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q4",57.2451442234384,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q1",57.2526684492108,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q2",55.5794603615503,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q3",54.6342417113017,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q4",53.5538261256918,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q1",51.6069166670637,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q2",49.34314066069,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q3",46.2363037547673,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q4",45.090946864408,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q1",43.8420150518556,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q2",42.889245213264,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q3",41.2994755288582,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q4",39.3609981699782,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q1",38.8017752066821,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q2",37.7672201792458,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q3",36.8761226739966,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q4",36.2450296732983,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q1",35.2575816997015,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q2",34.4639284965539,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q3",33.9948399954196,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q4",33.2828171194789,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q1",32.2107694693894,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q2",32.9854731815763,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q3",33.8174190077614,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q4",35.2740576652486,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q1",36.7616976874251,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q2",37.1225432058462,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q3",38.4407955456487,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q4",38.6720777536881,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q1",39.0911592894548,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q2",39.5552261908713,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q3",40.0984186345162,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q4",40.9308963021759,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q1",41.4767694691258,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q2",41.9606880237506,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q3",43.0947457156419,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q4",44.5525954575279,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q1",45.1998332558565,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q2",46.4368266649584,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q3",47.1063291248626,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q4",48.2389145846776,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q1",49.9835097876558,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q2",50.9896841261956,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q3",51.4035345372497,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q4",50.6658027943233,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q1",51.9020108318341,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q2",53.417181670435,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q3",55.7586893754309,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q4",58.3359878947092,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q1",60.2481440436609,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q2",61.848926574115,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q3",61.1639969353677,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q4",61.4867802172063,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q1",61.8723726054564,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q2",62.5238940755979,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q3",63.8130005845653,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q4",63.6932722507269,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q1",63.5801325675319,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q2",63.9034455199264,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q3",62.8983813480772,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q4",62.8482977445737,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q1",62.0200163882646,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q2",60.8653336828225,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q3",61.6916440495911,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q4",62.9733623668375,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q1",65.8439105399627,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q2",66.0266871086062,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q3",67.0191402287295,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q4",68.4724922332694,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q1",69.2459200121608,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q2",70.2118480417158,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q3",71.5142472442304,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q4",72.7313227657933,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q1",74.874390562646,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q2",77.2121452300734,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q3",80.3005534028498,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q4",83.0006113368766,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q1",85.6867768872055,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q2",87.3071885899178,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q3",87.8339065426349,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q4",87.6047981678349,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q1",86.9556582279515,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q2",85.4203627935629,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q3",83.3782873049386,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q4",79.0186041970495,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q1",79.618967840507,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q2",81.1254586844741,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q3",83.4766938731563,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q4",85.4435044764601,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q1",85.4236828868561,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q2",86.2450025352906,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q3",86.9047371497556,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q4",88.3061772378238,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q1",90.5216885965053,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q2",90.6655994589356,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q3",92.0181863625579,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q4",93.2160949957458,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q1",94.4446734084627,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q2",95.096348229979,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q3",96.703773972783,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q4",97.6679009810316,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q1",97.7686048414893,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q2",97.5833844133604,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q3",96.5483235435028,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q4",95.4790630718879,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q1",95.4425313711417,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q2",96.3775427930615,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q3",97.1631822424573,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q4",98.4206717448388,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q1",99.2156390681754,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q2",99.8762308680768,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q3",100.383690912491,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q4",100.524439151256,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q1",101.640319797272,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q2",103.480949076201,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q3",106.351464245965,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q4",108.490563389676,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q1",109.349176366605,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q2",108.361218391633,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q3",106.894154159839,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q4",107.159442812478,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q1",106.344349071056,
"NOR","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q2",108.224016229877,
"NOR","HOUSECOST","REAL","IDX2015","Q","1970-Q1",31.5301298986621,
"NOR","HOUSECOST","REAL","IDX2015","Q","1970-Q2",31.6591182586535,
"NOR","HOUSECOST","REAL","IDX2015","Q","1970-Q3",31.6910830393704,
"NOR","HOUSECOST","REAL","IDX2015","Q","1970-Q4",31.6585691300273,
"NOR","HOUSECOST","REAL","IDX2015","Q","1971-Q1",31.0051149711592,
"NOR","HOUSECOST","REAL","IDX2015","Q","1971-Q2",30.6942722092423,
"NOR","HOUSECOST","REAL","IDX2015","Q","1971-Q3",30.7906793182017,
"NOR","HOUSECOST","REAL","IDX2015","Q","1971-Q4",30.6196812813098,
"NOR","HOUSECOST","REAL","IDX2015","Q","1972-Q1",30.8663646256909,
"NOR","HOUSECOST","REAL","IDX2015","Q","1972-Q2",30.3802064741515,
"NOR","HOUSECOST","REAL","IDX2015","Q","1972-Q3",30.1341760574582,
"NOR","HOUSECOST","REAL","IDX2015","Q","1972-Q4",29.969729758804,
"NOR","HOUSECOST","REAL","IDX2015","Q","1973-Q1",30.1467528713361,
"NOR","HOUSECOST","REAL","IDX2015","Q","1973-Q2",30.7103176940884,
"NOR","HOUSECOST","REAL","IDX2015","Q","1973-Q3",30.9131850851986,
"NOR","HOUSECOST","REAL","IDX2015","Q","1973-Q4",31.4706366333744,
"NOR","HOUSECOST","REAL","IDX2015","Q","1974-Q1",31.7914659677298,
"NOR","HOUSECOST","REAL","IDX2015","Q","1974-Q2",32.4208159024156,
"NOR","HOUSECOST","REAL","IDX2015","Q","1974-Q3",32.8175555795754,
"NOR","HOUSECOST","REAL","IDX2015","Q","1974-Q4",32.9318910248135,
"NOR","HOUSECOST","REAL","IDX2015","Q","1975-Q1",33.0872897549868,
"NOR","HOUSECOST","REAL","IDX2015","Q","1975-Q2",32.6077448603981,
"NOR","HOUSECOST","REAL","IDX2015","Q","1975-Q3",32.4529499244834,
"NOR","HOUSECOST","REAL","IDX2015","Q","1975-Q4",32.60700120491,
"NOR","HOUSECOST","REAL","IDX2015","Q","1976-Q1",32.1095802562244,
"NOR","HOUSECOST","REAL","IDX2015","Q","1976-Q2",32.9647538784251,
"NOR","HOUSECOST","REAL","IDX2015","Q","1976-Q3",33.0250915474884,
"NOR","HOUSECOST","REAL","IDX2015","Q","1976-Q4",33.4303680152825,
"NOR","HOUSECOST","REAL","IDX2015","Q","1977-Q1",33.5159969201363,
"NOR","HOUSECOST","REAL","IDX2015","Q","1977-Q2",33.3516724858795,
"NOR","HOUSECOST","REAL","IDX2015","Q","1977-Q3",33.3694916545006,
"NOR","HOUSECOST","REAL","IDX2015","Q","1977-Q4",33.2450316322105,
"NOR","HOUSECOST","REAL","IDX2015","Q","1978-Q1",32.8357465339449,
"NOR","HOUSECOST","REAL","IDX2015","Q","1978-Q2",31.8571344228345,
"NOR","HOUSECOST","REAL","IDX2015","Q","1978-Q3",32.4223538692499,
"NOR","HOUSECOST","REAL","IDX2015","Q","1978-Q4",32.2754212738108,
"NOR","HOUSECOST","REAL","IDX2015","Q","1979-Q1",32.2332927314304,
"NOR","HOUSECOST","REAL","IDX2015","Q","1979-Q2",31.9544604119289,
"NOR","HOUSECOST","REAL","IDX2015","Q","1979-Q3",31.7756853644565,
"NOR","HOUSECOST","REAL","IDX2015","Q","1979-Q4",31.7691891046671,
"NOR","HOUSECOST","REAL","IDX2015","Q","1980-Q1",31.9802874563539,
"NOR","HOUSECOST","REAL","IDX2015","Q","1980-Q2",32.3235956663526,
"NOR","HOUSECOST","REAL","IDX2015","Q","1980-Q3",32.1242366988426,
"NOR","HOUSECOST","REAL","IDX2015","Q","1980-Q4",32.2019356614536,
"NOR","HOUSECOST","REAL","IDX2015","Q","1981-Q1",31.8910113118933,
"NOR","HOUSECOST","REAL","IDX2015","Q","1981-Q2",31.5470414496781,
"NOR","HOUSECOST","REAL","IDX2015","Q","1981-Q3",30.9076362533627,
"NOR","HOUSECOST","REAL","IDX2015","Q","1981-Q4",30.9847463709688,
"NOR","HOUSECOST","REAL","IDX2015","Q","1982-Q1",31.0415280654981,
"NOR","HOUSECOST","REAL","IDX2015","Q","1982-Q2",30.9878290369302,
"NOR","HOUSECOST","REAL","IDX2015","Q","1982-Q3",30.6585155682058,
"NOR","HOUSECOST","REAL","IDX2015","Q","1982-Q4",30.3239014869158,
"NOR","HOUSECOST","REAL","IDX2015","Q","1983-Q1",30.7074901646093,
"NOR","HOUSECOST","REAL","IDX2015","Q","1983-Q2",30.7165187778701,
"NOR","HOUSECOST","REAL","IDX2015","Q","1983-Q3",30.1624011110179,
"NOR","HOUSECOST","REAL","IDX2015","Q","1983-Q4",29.7432806966674,
"NOR","HOUSECOST","REAL","IDX2015","Q","1984-Q1",30.3007186168014,
"NOR","HOUSECOST","REAL","IDX2015","Q","1984-Q2",31.9216853665045,
"NOR","HOUSECOST","REAL","IDX2015","Q","1984-Q3",33.3340111515288,
"NOR","HOUSECOST","REAL","IDX2015","Q","1984-Q4",34.8953939829675,
"NOR","HOUSECOST","REAL","IDX2015","Q","1985-Q1",35.5336156211225,
"NOR","HOUSECOST","REAL","IDX2015","Q","1985-Q2",35.8659651766495,
"NOR","HOUSECOST","REAL","IDX2015","Q","1985-Q3",37.4247455656378,
"NOR","HOUSECOST","REAL","IDX2015","Q","1985-Q4",39.9958385892901,
"NOR","HOUSECOST","REAL","IDX2015","Q","1986-Q1",43.8631756783244,
"NOR","HOUSECOST","REAL","IDX2015","Q","1986-Q2",45.6677597886386,
"NOR","HOUSECOST","REAL","IDX2015","Q","1986-Q3",46.3639016588509,
"NOR","HOUSECOST","REAL","IDX2015","Q","1986-Q4",46.448621981405,
"NOR","HOUSECOST","REAL","IDX2015","Q","1987-Q1",43.7371625901096,
"NOR","HOUSECOST","REAL","IDX2015","Q","1987-Q2",47.0884573766301,
"NOR","HOUSECOST","REAL","IDX2015","Q","1987-Q3",45.3935624103812,
"NOR","HOUSECOST","REAL","IDX2015","Q","1987-Q4",44.9065106526723,
"NOR","HOUSECOST","REAL","IDX2015","Q","1988-Q1",44.965253936833,
"NOR","HOUSECOST","REAL","IDX2015","Q","1988-Q2",44.368922341661,
